"plj0588","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence"
"Sometimes","2015","Baden-Württemberg","higher education","","","",""
"Sometimes","2015","Bavaria","in school","","","",""
"Sometimes","2015","Bavaria","inadequately","","","",""
"Sometimes","2015","Bavaria","general elemantary","","","",""
"Sometimes","2015","Bavaria","middle vocational","","","",""
"Sometimes","2015","Bavaria","vocational + Abi","","","",""
"Sometimes","2015","Bavaria","higher vocational","","","",""
"Sometimes","2015","Bavaria","higher education","","","",""
"Sometimes","2015","Berlin","in school","","","",""
"Sometimes","2015","Berlin","inadequately","","","",""
"Sometimes","2015","Berlin","general elemantary","","","",""
"Sometimes","2015","Berlin","middle vocational","","","",""
"Sometimes","2015","Berlin","vocational + Abi","","","",""
"Sometimes","2015","Berlin","higher vocational","","","",""
"Sometimes","2015","Berlin","higher education","","","",""
"Sometimes","2015","Brandenburg","in school","","","",""
"Sometimes","2015","Brandenburg","inadequately","","","",""
"Sometimes","2015","Brandenburg","general elemantary","","","",""
"Sometimes","2015","Brandenburg","middle vocational","","","",""
"Sometimes","2015","Brandenburg","vocational + Abi","","","",""
"Sometimes","2015","Brandenburg","higher vocational","","","",""
"Sometimes","2015","Brandenburg","higher education","","","",""
"Sometimes","2015","Mecklenburg-Western Pomerania","in school","","","",""
"Sometimes","2015","Mecklenburg-Western Pomerania","inadequately","","","",""
"Sometimes","2015","Mecklenburg-Western Pomerania","general elemantary","","","",""
"Sometimes","2015","Mecklenburg-Western Pomerania","middle vocational","","","",""
"Sometimes","2015","Mecklenburg-Western Pomerania","vocational + Abi","","","",""
"Sometimes","2015","Mecklenburg-Western Pomerania","higher vocational","","","",""
"Sometimes","2015","Mecklenburg-Western Pomerania","higher education","","","",""
"Sometimes","2015","Saxony","in school","","","",""
"Sometimes","2015","Saxony","inadequately","","","",""
"Sometimes","2015","Saxony","general elemantary","","","",""
"Sometimes","2015","Saxony","middle vocational","","","",""
"Sometimes","2015","Saxony","vocational + Abi","","","",""
"Sometimes","2015","Saxony","higher vocational","","","",""
"Sometimes","2015","Saxony","higher education","","","",""
"Sometimes","2015","Saxony-Anhalt","in school","","","",""
"Sometimes","2015","Saxony-Anhalt","inadequately","","","",""
"Sometimes","2015","Saxony-Anhalt","general elemantary","","","",""
"Sometimes","2015","Saxony-Anhalt","middle vocational","","","",""
"Sometimes","2015","Saxony-Anhalt","vocational + Abi","","","",""
"Sometimes","2015","Saxony-Anhalt","higher vocational","","","",""
"Sometimes","2015","Saxony-Anhalt","higher education","","","",""
"Sometimes","2015","Thuringia","in school","","","",""
"Sometimes","2015","Thuringia","inadequately","","","",""
"Sometimes","2015","Thuringia","general elemantary","","","",""
"Sometimes","2015","Thuringia","middle vocational","","","",""
"Sometimes","2015","Thuringia","vocational + Abi","","","",""
"Sometimes","2015","Thuringia","higher vocational","","","",""
"Sometimes","2015","Thuringia","higher education","","","",""
"Rarely ","2015","Schleswig-Holstein","in school","","","",""
"Rarely ","2015","Schleswig-Holstein","inadequately","","","",""
"Rarely ","2015","Schleswig-Holstein","general elemantary","","","",""
"Rarely ","2015","Schleswig-Holstein","middle vocational","","","",""
"Rarely ","2015","Schleswig-Holstein","vocational + Abi","","","",""
"Rarely ","2015","Schleswig-Holstein","higher vocational","","","",""
"Rarely ","2015","Schleswig-Holstein","higher education","","","",""
"Rarely ","2015","Hamburg","in school","","","",""
"Rarely ","2015","Hamburg","inadequately","","","",""
"Rarely ","2015","Hamburg","general elemantary","","","",""
"Rarely ","2015","Hamburg","middle vocational","","","",""
"Rarely ","2015","Hamburg","vocational + Abi","","","",""
"Rarely ","2015","Hamburg","higher vocational","","","",""
"Rarely ","2015","Hamburg","higher education","","","",""
"Rarely ","2015","Lower Saxony","in school","","","",""
"Rarely ","2015","Lower Saxony","inadequately","","","",""
"Rarely ","2015","Lower Saxony","general elemantary","","","",""
"Rarely ","2015","Lower Saxony","middle vocational","","","",""
"Rarely ","2015","Lower Saxony","vocational + Abi","","","",""
"Rarely ","2015","Lower Saxony","higher vocational","","","",""
"Rarely ","2015","Lower Saxony","higher education","","","",""
"Rarely ","2015","Bremen","in school","","","",""
"Rarely ","2015","Bremen","inadequately","","","",""
"Rarely ","2015","Bremen","general elemantary","","","",""
"Rarely ","2015","Bremen","middle vocational","","","",""
"Rarely ","2015","Bremen","vocational + Abi","","","",""
"Rarely ","2015","Bremen","higher vocational","","","",""
"Rarely ","2015","Bremen","higher education","","","",""
"Rarely ","2015","North Rhine-Westphalia","in school","","","",""
"Rarely ","2015","North Rhine-Westphalia","inadequately","","","",""
"Rarely ","2015","North Rhine-Westphalia","general elemantary","","","",""
"Rarely ","2015","North Rhine-Westphalia","middle vocational","","","",""
"Rarely ","2015","North Rhine-Westphalia","vocational + Abi","","","",""
"Rarely ","2015","North Rhine-Westphalia","higher vocational","","","",""
"Rarely ","2015","North Rhine-Westphalia","higher education","","","",""
"Rarely ","2015","Hesse","in school","","","",""
"Rarely ","2015","Hesse","inadequately","","","",""
"Rarely ","2015","Hesse","general elemantary","","","",""
"Rarely ","2015","Hesse","middle vocational","","","",""
"Rarely ","2015","Hesse","vocational + Abi","","","",""
"Rarely ","2015","Hesse","higher vocational","","","",""
"Rarely ","2015","Hesse","higher education","","","",""
"Rarely ","2015","Rhineland-Palatinate,Saarland","in school","","","",""
"Rarely ","2015","Rhineland-Palatinate,Saarland","inadequately","","","",""
"Rarely ","2015","Rhineland-Palatinate,Saarland","general elemantary","","","",""
"Rarely ","2015","Rhineland-Palatinate,Saarland","middle vocational","","","",""
"Rarely ","2015","Rhineland-Palatinate,Saarland","vocational + Abi","","","",""
"Rarely ","2015","Rhineland-Palatinate,Saarland","higher vocational","","","",""
"Rarely ","2015","Rhineland-Palatinate,Saarland","higher education","","","",""
"Rarely ","2015","Baden-Württemberg","in school","","","",""
"Rarely ","2015","Baden-Württemberg","inadequately","","","",""
"Rarely ","2015","Baden-Württemberg","general elemantary","","","",""
"Rarely ","2015","Baden-Württemberg","middle vocational","","","",""
"Rarely ","2015","Baden-Württemberg","vocational + Abi","","","",""
"Rarely ","2015","Baden-Württemberg","higher vocational","","","",""
"Rarely ","2015","Baden-Württemberg","higher education","","","",""
"Rarely ","2015","Bavaria","in school","","","",""
"Rarely ","2015","Bavaria","inadequately","","","",""
"Rarely ","2015","Bavaria","general elemantary","","","",""
"Rarely ","2015","Bavaria","middle vocational","","","",""
"Rarely ","2015","Bavaria","vocational + Abi","","","",""
"Rarely ","2015","Bavaria","higher vocational","","","",""
"Rarely ","2015","Bavaria","higher education","","","",""
"Rarely ","2015","Berlin","in school","","","",""
"Rarely ","2015","Berlin","inadequately","","","",""
"Rarely ","2015","Berlin","general elemantary","","","",""
"Rarely ","2015","Berlin","middle vocational","","","",""
"Rarely ","2015","Berlin","vocational + Abi","","","",""
"Rarely ","2015","Berlin","higher vocational","","","",""
"Rarely ","2015","Berlin","higher education","","","",""
"Rarely ","2015","Brandenburg","in school","","","",""
"Rarely ","2015","Brandenburg","inadequately","","","",""
"Rarely ","2015","Brandenburg","general elemantary","","","",""
"Rarely ","2015","Brandenburg","middle vocational","","","",""
"Rarely ","2015","Brandenburg","vocational + Abi","","","",""
"Rarely ","2015","Brandenburg","higher vocational","","","",""
"Rarely ","2015","Brandenburg","higher education","","","",""
"Rarely ","2015","Mecklenburg-Western Pomerania","in school","","","",""
"Rarely ","2015","Mecklenburg-Western Pomerania","inadequately","","","",""
"Rarely ","2015","Mecklenburg-Western Pomerania","general elemantary","","","",""
"Rarely ","2015","Mecklenburg-Western Pomerania","middle vocational","","","",""
"Rarely ","2015","Mecklenburg-Western Pomerania","vocational + Abi","","","",""
"Rarely ","2015","Mecklenburg-Western Pomerania","higher vocational","","","",""
"Rarely ","2015","Mecklenburg-Western Pomerania","higher education","","","",""
"Rarely ","2015","Saxony","in school","","","",""
"Rarely ","2015","Saxony","inadequately","","","",""
"Rarely ","2015","Saxony","general elemantary","","","",""
"Rarely ","2015","Saxony","middle vocational","","","",""
"Rarely ","2015","Saxony","vocational + Abi","","","",""
"Rarely ","2015","Saxony","higher vocational","","","",""
"Rarely ","2015","Saxony","higher education","","","",""
"Rarely ","2015","Saxony-Anhalt","in school","","","",""
"Rarely ","2015","Saxony-Anhalt","inadequately","","","",""
"Rarely ","2015","Saxony-Anhalt","general elemantary","","","",""
"Rarely ","2015","Saxony-Anhalt","middle vocational","","","",""
"Rarely ","2015","Saxony-Anhalt","vocational + Abi","","","",""
"Rarely ","2015","Saxony-Anhalt","higher vocational","","","",""
"Rarely ","2015","Saxony-Anhalt","higher education","","","",""
"Rarely ","2015","Thuringia","in school","","","",""
"Rarely ","2015","Thuringia","inadequately","","","",""
"Rarely ","2015","Thuringia","general elemantary","","","",""
"Rarely ","2015","Thuringia","middle vocational","","","",""
"Rarely ","2015","Thuringia","vocational + Abi","","","",""
"Rarely ","2015","Thuringia","higher vocational","","","",""
"Rarely ","2015","Thuringia","higher education","","","",""
"Never","2015","Schleswig-Holstein","in school","","","",""
"Never","2015","Schleswig-Holstein","inadequately","","","",""
"Never","2015","Schleswig-Holstein","general elemantary","","","",""
"Never","2015","Schleswig-Holstein","middle vocational","","","",""
"Never","2015","Schleswig-Holstein","vocational + Abi","","","",""
"Never","2015","Schleswig-Holstein","higher vocational","","","",""
"Never","2015","Schleswig-Holstein","higher education","","","",""
"Never","2015","Hamburg","in school","","","",""
"Never","2015","Hamburg","inadequately","","","",""
"Never","2015","Hamburg","general elemantary","","","",""
"Never","2015","Hamburg","middle vocational","","","",""
"Never","2015","Hamburg","vocational + Abi","","","",""
"Never","2015","Hamburg","higher vocational","","","",""
"Never","2015","Hamburg","higher education","","","",""
"Never","2015","Lower Saxony","in school","","","",""
"Never","2015","Lower Saxony","inadequately","","","",""
"Never","2015","Lower Saxony","general elemantary","","","",""
"Never","2015","Lower Saxony","middle vocational","","","",""
"Never","2015","Lower Saxony","vocational + Abi","","","",""
"Never","2015","Lower Saxony","higher vocational","","","",""
"Never","2015","Lower Saxony","higher education","","","",""
"Never","2015","Bremen","in school","","","",""
"Never","2015","Bremen","inadequately","","","",""
"Never","2015","Bremen","general elemantary","","","",""
"Never","2015","Bremen","middle vocational","","","",""
"Never","2015","Bremen","vocational + Abi","","","",""
"Never","2015","Bremen","higher vocational","","","",""
"Never","2015","Bremen","higher education","","","",""
"Never","2015","North Rhine-Westphalia","in school","","","",""
"Never","2015","North Rhine-Westphalia","inadequately","","","",""
"Never","2015","North Rhine-Westphalia","general elemantary","","","",""
"Never","2015","North Rhine-Westphalia","middle vocational","","","",""
"Never","2015","North Rhine-Westphalia","vocational + Abi","","","",""
"Never","2015","North Rhine-Westphalia","higher vocational","","","",""
"Never","2015","North Rhine-Westphalia","higher education","","","",""
"Never","2015","Hesse","in school","","","",""
"Never","2015","Hesse","inadequately","","","",""
"Never","2015","Hesse","general elemantary","","","",""
"Never","2015","Hesse","middle vocational","","","",""
"Never","2015","Hesse","vocational + Abi","","","",""
"Never","2015","Hesse","higher vocational","","","",""
"Never","2015","Hesse","higher education","","","",""
"Never","2015","Rhineland-Palatinate,Saarland","in school","","","",""
"Never","2015","Rhineland-Palatinate,Saarland","inadequately","","","",""
"Never","2015","Rhineland-Palatinate,Saarland","general elemantary","","","",""
"Never","2015","Rhineland-Palatinate,Saarland","middle vocational","","","",""
"Never","2015","Rhineland-Palatinate,Saarland","vocational + Abi","","","",""
"Never","2015","Rhineland-Palatinate,Saarland","higher vocational","","","",""
"Never","2015","Rhineland-Palatinate,Saarland","higher education","","","",""
