"plh0108","year","bula_h","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Very important","1996","Bremen","(2c_gen) general maturity certificate","","","",""
"Very important","1996","Bremen","(2c_voc) vocational maturity certificate","","","",""
"Very important","1996","Bremen","(3a) lower tertiary education","","","",""
"Very important","1996","Bremen","(3b) higher tertiary education","","","",""
"Very important","1996","North Rhine-Westphalia","(0) in school","","","",""
"Very important","1996","North Rhine-Westphalia","(1a) inadequately completed","","","",""
"Very important","1996","North Rhine-Westphalia","(1b) general elementary school","","","",""
"Very important","1996","North Rhine-Westphalia","(1c) basic vocational qualification","","","",""
"Very important","1996","North Rhine-Westphalia","(2b) intermediate general qualification","","","",""
"Very important","1996","North Rhine-Westphalia","(2a) intermediate vocational","","","",""
"Very important","1996","North Rhine-Westphalia","(2c_gen) general maturity certificate","","","",""
"Very important","1996","North Rhine-Westphalia","(2c_voc) vocational maturity certificate","","","",""
"Very important","1996","North Rhine-Westphalia","(3a) lower tertiary education","","","",""
"Very important","1996","North Rhine-Westphalia","(3b) higher tertiary education","","","",""
"Very important","1996","Hesse","(0) in school","","","",""
"Very important","1996","Hesse","(1a) inadequately completed","","","",""
"Very important","1996","Hesse","(1b) general elementary school","","","",""
"Very important","1996","Hesse","(1c) basic vocational qualification","","","",""
"Very important","1996","Hesse","(2b) intermediate general qualification","","","",""
"Very important","1996","Hesse","(2a) intermediate vocational","","","",""
"Very important","1996","Hesse","(2c_gen) general maturity certificate","","","",""
"Very important","1996","Hesse","(2c_voc) vocational maturity certificate","","","",""
"Very important","1996","Hesse","(3a) lower tertiary education","","","",""
"Very important","1996","Hesse","(3b) higher tertiary education","","","",""
"Very important","1996","Rhineland-Palatinate,Saarland","(0) in school","","","",""
"Very important","1996","Rhineland-Palatinate,Saarland","(1a) inadequately completed","","","",""
"Very important","1996","Rhineland-Palatinate,Saarland","(1b) general elementary school","","","",""
"Very important","1996","Rhineland-Palatinate,Saarland","(1c) basic vocational qualification","","","",""
"Very important","1996","Rhineland-Palatinate,Saarland","(2b) intermediate general qualification","","","",""
"Very important","1996","Rhineland-Palatinate,Saarland","(2a) intermediate vocational","","","",""
"Very important","1996","Rhineland-Palatinate,Saarland","(2c_gen) general maturity certificate","","","",""
"Very important","1996","Rhineland-Palatinate,Saarland","(2c_voc) vocational maturity certificate","","","",""
"Very important","1996","Rhineland-Palatinate,Saarland","(3a) lower tertiary education","","","",""
"Very important","1996","Rhineland-Palatinate,Saarland","(3b) higher tertiary education","","","",""
"Very important","1996","Baden-Württemberg","(0) in school","","","",""
"Very important","1996","Baden-Württemberg","(1a) inadequately completed","","","",""
"Very important","1996","Baden-Württemberg","(1b) general elementary school","","","",""
"Very important","1996","Baden-Württemberg","(1c) basic vocational qualification","","","",""
"Very important","1996","Baden-Württemberg","(2b) intermediate general qualification","","","",""
"Very important","1996","Baden-Württemberg","(2a) intermediate vocational","","","",""
"Very important","1996","Baden-Württemberg","(2c_gen) general maturity certificate","","","",""
"Very important","1996","Baden-Württemberg","(2c_voc) vocational maturity certificate","","","",""
"Very important","1996","Baden-Württemberg","(3a) lower tertiary education","","","",""
"Very important","1996","Baden-Württemberg","(3b) higher tertiary education","","","",""
"Very important","1996","Bavaria","(0) in school","","","",""
"Very important","1996","Bavaria","(1a) inadequately completed","","","",""
"Very important","1996","Bavaria","(1b) general elementary school","","","",""
"Very important","1996","Bavaria","(1c) basic vocational qualification","","","",""
"Very important","1996","Bavaria","(2b) intermediate general qualification","","","",""
"Very important","1996","Bavaria","(2a) intermediate vocational","","","",""
"Very important","1996","Bavaria","(2c_gen) general maturity certificate","","","",""
"Very important","1996","Bavaria","(2c_voc) vocational maturity certificate","","","",""
"Very important","1996","Bavaria","(3a) lower tertiary education","","","",""
"Very important","1996","Bavaria","(3b) higher tertiary education","","","",""
"Very important","1996","Berlin","(0) in school","","","",""
"Very important","1996","Berlin","(1a) inadequately completed","","","",""
"Very important","1996","Berlin","(1b) general elementary school","","","",""
"Very important","1996","Berlin","(1c) basic vocational qualification","","","",""
"Very important","1996","Berlin","(2b) intermediate general qualification","","","",""
"Very important","1996","Berlin","(2a) intermediate vocational","","","",""
"Very important","1996","Berlin","(2c_gen) general maturity certificate","","","",""
"Very important","1996","Berlin","(2c_voc) vocational maturity certificate","","","",""
"Very important","1996","Berlin","(3a) lower tertiary education","","","",""
"Very important","1996","Berlin","(3b) higher tertiary education","","","",""
"Very important","1996","Brandenburg","(0) in school","","","",""
"Very important","1996","Brandenburg","(1a) inadequately completed","","","",""
"Very important","1996","Brandenburg","(1b) general elementary school","","","",""
"Very important","1996","Brandenburg","(1c) basic vocational qualification","","","",""
"Very important","1996","Brandenburg","(2b) intermediate general qualification","","","",""
"Very important","1996","Brandenburg","(2a) intermediate vocational","","","",""
"Very important","1996","Brandenburg","(2c_gen) general maturity certificate","","","",""
"Very important","1996","Brandenburg","(2c_voc) vocational maturity certificate","","","",""
"Very important","1996","Brandenburg","(3a) lower tertiary education","","","",""
"Very important","1996","Brandenburg","(3b) higher tertiary education","","","",""
"Very important","1996","Mecklenburg-Western Pomerania","(0) in school","","","",""
"Very important","1996","Mecklenburg-Western Pomerania","(1a) inadequately completed","","","",""
"Very important","1996","Mecklenburg-Western Pomerania","(1b) general elementary school","","","",""
"Very important","1996","Mecklenburg-Western Pomerania","(1c) basic vocational qualification","","","",""
"Very important","1996","Mecklenburg-Western Pomerania","(2b) intermediate general qualification","","","",""
"Very important","1996","Mecklenburg-Western Pomerania","(2a) intermediate vocational","","","",""
"Very important","1996","Mecklenburg-Western Pomerania","(2c_gen) general maturity certificate","","","",""
"Very important","1996","Mecklenburg-Western Pomerania","(2c_voc) vocational maturity certificate","","","",""
"Very important","1996","Mecklenburg-Western Pomerania","(3a) lower tertiary education","","","",""
"Very important","1996","Mecklenburg-Western Pomerania","(3b) higher tertiary education","","","",""
"Very important","1996","Saxony","(0) in school","","","",""
"Very important","1996","Saxony","(1a) inadequately completed","","","",""
"Very important","1996","Saxony","(1b) general elementary school","","","",""
"Very important","1996","Saxony","(1c) basic vocational qualification","","","",""
"Very important","1996","Saxony","(2b) intermediate general qualification","","","",""
"Very important","1996","Saxony","(2a) intermediate vocational","","","",""
"Very important","1996","Saxony","(2c_gen) general maturity certificate","","","",""
"Very important","1996","Saxony","(2c_voc) vocational maturity certificate","","","",""
"Very important","1996","Saxony","(3a) lower tertiary education","","","",""
"Very important","1996","Saxony","(3b) higher tertiary education","","","",""
"Very important","1996","Saxony-Anhalt","(0) in school","","","",""
"Very important","1996","Saxony-Anhalt","(1a) inadequately completed","","","",""
"Very important","1996","Saxony-Anhalt","(1b) general elementary school","","","",""
"Very important","1996","Saxony-Anhalt","(1c) basic vocational qualification","","","",""
"Very important","1996","Saxony-Anhalt","(2b) intermediate general qualification","","","",""
"Very important","1996","Saxony-Anhalt","(2a) intermediate vocational","","","",""
"Very important","1996","Saxony-Anhalt","(2c_gen) general maturity certificate","","","",""
"Very important","1996","Saxony-Anhalt","(2c_voc) vocational maturity certificate","","","",""
"Very important","1996","Saxony-Anhalt","(3a) lower tertiary education","","","",""
"Very important","1996","Saxony-Anhalt","(3b) higher tertiary education","","","",""
"Very important","1996","Thuringia","(0) in school","","","",""
"Very important","1996","Thuringia","(1a) inadequately completed","","","",""
"Very important","1996","Thuringia","(1b) general elementary school","","","",""
"Very important","1996","Thuringia","(1c) basic vocational qualification","","","",""
"Very important","1996","Thuringia","(2b) intermediate general qualification","","","",""
"Very important","1996","Thuringia","(2a) intermediate vocational","","","",""
"Very important","1996","Thuringia","(2c_gen) general maturity certificate","","","",""
"Very important","1996","Thuringia","(2c_voc) vocational maturity certificate","","","",""
"Very important","1996","Thuringia","(3a) lower tertiary education","","","",""
"Very important","1996","Thuringia","(3b) higher tertiary education","","","",""
"Important","1996","Schleswig-Holstein","(0) in school","","","",""
"Important","1996","Schleswig-Holstein","(1a) inadequately completed","","","",""
"Important","1996","Schleswig-Holstein","(1b) general elementary school","","","",""
"Important","1996","Schleswig-Holstein","(1c) basic vocational qualification","","","",""
"Important","1996","Schleswig-Holstein","(2b) intermediate general qualification","","","",""
"Important","1996","Schleswig-Holstein","(2a) intermediate vocational","","","",""
"Important","1996","Schleswig-Holstein","(2c_gen) general maturity certificate","","","",""
"Important","1996","Schleswig-Holstein","(2c_voc) vocational maturity certificate","","","",""
"Important","1996","Schleswig-Holstein","(3a) lower tertiary education","","","",""
"Important","1996","Schleswig-Holstein","(3b) higher tertiary education","","","",""
"Important","1996","Hamburg","(0) in school","","","",""
"Important","1996","Hamburg","(1a) inadequately completed","","","",""
"Important","1996","Hamburg","(1b) general elementary school","","","",""
"Important","1996","Hamburg","(1c) basic vocational qualification","","","",""
"Important","1996","Hamburg","(2b) intermediate general qualification","","","",""
