"party","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"PDS/Linke","1995","35-65 y.","Couple + C. LE and GT 16","9","","","","5"
"PDS/Linke","1995","16-34 y.","Couple + C. GT 16 ","19","","","","5"
"PDS/Linke","1995","16-34 y.","Couple + C. LE and GT 16","12","","","","5"
"PDS/Linke","1995","35-65 y.","1-pers.-HH","4","","","","5"
"PDS/Linke","1995","35-65 y.","(Married) couple without C. ","51","0.0367450878355743","0.0252050965436136","0.0482850791275349","5"
"PDS/Linke","1995","35-65 y.","Single parent ","4","","","","5"
"PDS/Linke","1995","16-34 y.","1-pers.-HH","12","","","","5"
"PDS/Linke","1995","16-34 y.","(Married) couple without C. ","9","","","","5"
"PDS/Linke","1995","16-34 y.","Single parent ","6","","","","5"
"PDS/Linke","1995","16-34 y.","Couple + C. LE 16 ","21","","","","5"
"PDS/Linke","1995","66 and older","(Married) couple without C. ","24","","","","5"
"PDS/Linke","1995","66 and older","Single parent ","","","","","5"
"PDS/Linke","1995","66 and older","Couple + C. LE 16 ","","","","","5"
"PDS/Linke","1995","66 and older","Couple + C. LE and GT 16","","","","","5"
"PDS/Linke","1995","66 and older","Couple + C. GT 16 ","1","","","","5"
"SPD","1995","66 and older","Couple + C. GT 16 ","29","","","","1"
"SPD","1995","66 and older","Single parent ","6","","","","1"
"SPD","1995","66 and older","Couple + C. LE 16 ","","","","","1"
"SPD","1995","66 and older","(Married) couple without C. ","206","0.455042064578915","0.409285895540549","0.500798233617282","1"
"SPD","1995","66 and older","Couple + C. LE and GT 16","","","","","1"
"SPD","1995","16-34 y.","Couple + C. GT 16 ","98","0.328414053567403","0.275270678789741","0.381557428345066","1"
"SPD","1995","16-34 y.","Couple + C. LE and GT 16","49","0.320489414335899","0.240879696704488","0.400099131967311","1"
"SPD","1995","35-65 y.","1-pers.-HH","108","0.450846385936469","0.387631285560769","0.514061486312169","1"
"SPD","1995","35-65 y.","(Married) couple without C. ","462","0.463341847241639","0.43275499053031","0.493928703952968","1"
"SPD","1995","35-65 y.","Couple + C. LE 16 ","340","0.431731495912123","0.396539862734337","0.46692312908991","1"
"SPD","1995","35-65 y.","Couple + C. GT 16 ","286","0.404968140555464","0.368629420957881","0.441306860153046","1"
"SPD","1995","35-65 y.","Couple + C. LE and GT 16","134","0.469257005475822","0.412690413452093","0.525823597499552","1"
"SPD","1995","66 and older","1-pers.-HH","94","0.348882234252788","0.293254325073575","0.404510143432001","1"
"SPD","1995","35-65 y.","Single parent ","58","0.438844013191236","0.348924892886808","0.528763133495664","1"
"SPD","1995","16-34 y.","1-pers.-HH","69","0.392957835175377","0.318882732738358","0.467032937612396","1"
"SPD","1995","16-34 y.","(Married) couple without C. ","141","0.40372732675748","0.352103537417346","0.455351116097615","1"
"SPD","1995","16-34 y.","Single parent ","31","0.32604915492883","0.229202976761514","0.422895333096145","1"
"SPD","1995","16-34 y.","Couple + C. LE 16 ","243","0.47256284601367","0.429528226669856","0.515597465357484","1"
"AfD","1996","16-34 y.","1-pers.-HH","","","","","7"
"AfD","1996","16-34 y.","(Married) couple without C. ","","","","","7"
"AfD","1996","16-34 y.","Single parent ","","","","","7"
"AfD","1996","16-34 y.","Couple + C. LE 16 ","","","","","7"
"AfD","1996","16-34 y.","Couple + C. GT 16 ","","","","","7"
"AfD","1996","16-34 y.","Couple + C. LE and GT 16","","","","","7"
"AfD","1996","35-65 y.","1-pers.-HH","","","","","7"
"AfD","1996","35-65 y.","(Married) couple without C. ","","","","","7"
"AfD","1996","35-65 y.","Single parent ","","","","","7"
"AfD","1996","35-65 y.","Couple + C. LE 16 ","","","","","7"
"AfD","1996","66 and older","1-pers.-HH","","","","","7"
"AfD","1996","35-65 y.","Couple + C. GT 16 ","","","","","7"
"AfD","1996","35-65 y.","Couple + C. LE and GT 16","","","","","7"
"AfD","1996","66 and older","(Married) couple without C. ","","","","","7"
"AfD","1996","66 and older","Single parent ","","","","","7"
"AfD","1996","66 and older","Couple + C. LE 16 ","","","","","7"
"AfD","1996","66 and older","Couple + C. GT 16 ","","","","","7"
"AfD","1996","66 and older","Couple + C. LE and GT 16","","","","","7"
"CDU/CSU","1996","16-34 y.","(Married) couple without C. ","114","0.392060499424801","0.339225963788536","0.444895035061066","2"
"CDU/CSU","1996","16-34 y.","1-pers.-HH","43","0.251051618147224","0.186436745107128","0.315666491187319","2"
"CDU/CSU","1996","16-34 y.","Couple + C. LE 16 ","170","0.410352345504006","0.36505489722924","0.455649793778773","2"
"CDU/CSU","1996","16-34 y.","Couple + C. GT 16 ","108","0.394035053654305","0.337204733672457","0.450865373636152","2"
"CDU/CSU","1996","35-65 y.","(Married) couple without C. ","418","0.439623967241583","0.408356632074314","0.470891302408851","2"
"CDU/CSU","1996","35-65 y.","Couple + C. LE 16 ","264","0.375396857981985","0.339953414230028","0.410840301733942","2"
"CDU/CSU","1996","16-34 y.","Single parent ","26","","","","2"
"CDU/CSU","1996","16-34 y.","Couple + C. LE and GT 16","34","0.370087135624701","0.278171923916591","0.462002347332811","2"
"CDU/CSU","1996","35-65 y.","1-pers.-HH","89","0.39035318270582","0.329017532710399","0.451688832701241","2"
"CDU/CSU","1996","35-65 y.","Single parent ","35","0.346019721405872","0.257123254554607","0.434916188257137","2"
"CDU/CSU","1996","66 and older","Single parent ","8","","","","2"
"CDU/CSU","1996","35-65 y.","Couple + C. GT 16 ","293","0.507678117899153","0.468198173998776","0.54715806179953","2"
"CDU/CSU","1996","35-65 y.","Couple + C. LE and GT 16","126","0.392961511347869","0.339365080309555","0.446557942386184","2"
"CDU/CSU","1996","66 and older","1-pers.-HH","137","0.521037475510205","0.460431829487288","0.581643121533122","2"
"CDU/CSU","1996","66 and older","(Married) couple without C. ","219","0.495093412393453","0.449102793172278","0.541084031614627","2"
"CDU/CSU","1996","66 and older","Couple + C. GT 16 ","28","","","","2"
"CDU/CSU","1996","66 and older","Couple + C. LE and GT 16","","","","","2"
"CDU/CSU","1996","66 and older","Couple + C. LE 16 ","","","","","2"
"FDP","1996","66 and older","1-pers.-HH","12","","","","3"
"FDP","1996","66 and older","Single parent ","","","","","3"
"FDP","1996","35-65 y.","Couple + C. GT 16 ","12","","","","3"
"FDP","1996","35-65 y.","Couple + C. LE and GT 16","4","","","","3"
"FDP","1996","66 and older","(Married) couple without C. ","12","","","","3"
"FDP","1996","66 and older","Couple + C. LE and GT 16","","","","","3"
"FDP","1996","16-34 y.","(Married) couple without C. ","1","","","","3"
"FDP","1996","16-34 y.","Single parent ","3","","","","3"
"FDP","1996","16-34 y.","Couple + C. LE 16 ","7","","","","3"
"FDP","1996","16-34 y.","Couple + C. GT 16 ","2","","","","3"
"FDP","1996","16-34 y.","Couple + C. LE and GT 16","","","","","3"
"FDP","1996","35-65 y.","Couple + C. LE 16 ","25","","","","3"
"FDP","1996","66 and older","Couple + C. LE 16 ","","","","","3"
"FDP","1996","66 and older","Couple + C. GT 16 ","2","","","","3"
"FDP","1996","35-65 y.","(Married) couple without C. ","20","","","","3"
"FDP","1996","35-65 y.","1-pers.-HH","9","","","","3"
"FDP","1996","35-65 y.","Single parent ","1","","","","3"
"FDP","1996","16-34 y.","1-pers.-HH","2","","","","3"
"NPD","1996","66 and older","1-pers.-HH","","","","","6"
"NPD","1996","35-65 y.","Couple + C. LE 16 ","7","","","","6"
"NPD","1996","35-65 y.","Couple + C. GT 16 ","1","","","","6"
"NPD","1996","35-65 y.","Couple + C. LE and GT 16","5","","","","6"
"NPD","1996","66 and older","(Married) couple without C. ","2","","","","6"
"NPD","1996","66 and older","Single parent ","","","","","6"
"NPD","1996","66 and older","Couple + C. LE 16 ","","","","","6"
"NPD","1996","66 and older","Couple + C. GT 16 ","","","","","6"
"NPD","1996","66 and older","Couple + C. LE and GT 16","","","","","6"
"NPD","1996","16-34 y.","Single parent ","4","","","","6"
"NPD","1996","16-34 y.","Couple + C. LE 16 ","7","","","","6"
"NPD","1996","16-34 y.","Couple + C. LE and GT 16","5","","","","6"
"NPD","1996","35-65 y.","1-pers.-HH","6","","","","6"
"NPD","1996","35-65 y.","(Married) couple without C. ","9","","","","6"
"NPD","1996","16-34 y.","(Married) couple without C. ","5","","","","6"
"NPD","1996","35-65 y.","Single parent ","2","","","","6"
"NPD","1996","16-34 y.","1-pers.-HH","10","","","","6"
"NPD","1996","16-34 y.","Couple + C. GT 16 ","10","","","","6"
"Other","1996","16-34 y.","1-pers.-HH","3","","","","8"
"Other","1996","16-34 y.","(Married) couple without C. ","7","","","","8"
"Other","1996","16-34 y.","Single parent ","2","","","","8"
"Other","1996","16-34 y.","Couple + C. LE 16 ","3","","","","8"
"Other","1996","16-34 y.","Couple + C. GT 16 ","3","","","","8"
"Other","1996","16-34 y.","Couple + C. LE and GT 16","2","","","","8"
"Other","1996","35-65 y.","1-pers.-HH","1","","","","8"
"Other","1996","35-65 y.","(Married) couple without C. ","5","","","","8"
"Other","1996","35-65 y.","Single parent ","1","","","","8"
"Other","1996","35-65 y.","Couple + C. LE 16 ","7","","","","8"
"Other","1996","35-65 y.","Couple + C. GT 16 ","7","","","","8"
"Other","1996","35-65 y.","Couple + C. LE and GT 16","4","","","","8"
"Other","1996","66 and older","1-pers.-HH","2","","","","8"
"Other","1996","66 and older","(Married) couple without C. ","","","","","8"
"Other","1996","66 and older","Single parent ","","","","","8"
"Other","1996","66 and older","Couple + C. LE 16 ","","","","","8"
"Other","1996","66 and older","Couple + C. GT 16 ","","","","","8"
"Other","1996","66 and older","Couple + C. LE and GT 16","","","","","8"
"PDS/Linke","1996","66 and older","1-pers.-HH","20","","","","5"
"PDS/Linke","1996","35-65 y.","Couple + C. LE 16 ","28","","","","5"
"PDS/Linke","1996","35-65 y.","Couple + C. GT 16 ","32","0.0334022606515976","0.0192127129342214","0.0475918083689738","5"
"PDS/Linke","1996","35-65 y.","Couple + C. LE and GT 16","18","","","","5"
"PDS/Linke","1996","35-65 y.","1-pers.-HH","5","","","","5"
"PDS/Linke","1996","35-65 y.","(Married) couple without C. ","57","0.0372481706186454","0.0253187304699819","0.049177610767309","5"
"PDS/Linke","1996","35-65 y.","Single parent ","4","","","","5"
"PDS/Linke","1996","66 and older","(Married) couple without C. ","29","","","","5"
"PDS/Linke","1996","66 and older","Single parent ","","","","","5"
"PDS/Linke","1996","16-34 y.","1-pers.-HH","15","","","","5"
"PDS/Linke","1996","16-34 y.","Couple + C. GT 16 ","11","","","","5"
"PDS/Linke","1996","16-34 y.","Couple + C. LE and GT 16","11","","","","5"
"PDS/Linke","1996","66 and older","Couple + C. LE 16 ","","","","","5"
"PDS/Linke","1996","16-34 y.","(Married) couple without C. ","12","","","","5"
"PDS/Linke","1996","16-34 y.","Single parent ","7","","","","5"
"PDS/Linke","1996","16-34 y.","Couple + C. LE 16 ","19","","","","5"
"PDS/Linke","1996","66 and older","Couple + C. LE and GT 16","","","","","5"
"PDS/Linke","1996","66 and older","Couple + C. GT 16 ","1","","","","5"
"SPD","1996","66 and older","Single parent ","6","","","","1"
"SPD","1996","66 and older","Couple + C. LE 16 ","","","","","1"
"SPD","1996","66 and older","(Married) couple without C. ","188","0.417474211909623","0.372112172724056","0.462836251095191","1"
"SPD","1996","66 and older","Couple + C. GT 16 ","25","","","","1"
"SPD","1996","66 and older","Couple + C. LE and GT 16","","","","","1"
"SPD","1996","16-34 y.","Couple + C. GT 16 ","88","0.286174844517742","0.233609371955526","0.338740317079958","1"
"SPD","1996","16-34 y.","Couple + C. LE and GT 16","31","0.26410669583474","0.180181514167322","0.348031877502159","1"
"SPD","1996","35-65 y.","1-pers.-HH","101","0.404032947707876","0.342335887549328","0.465730007866424","1"
"SPD","1996","35-65 y.","(Married) couple without C. ","400","0.423095781435482","0.391972769643105","0.45421879322786","1"
"SPD","1996","35-65 y.","Single parent ","46","0.408708586496491","0.316841611620539","0.500575561372444","1"
"SPD","1996","35-65 y.","Couple + C. LE 16 ","292","0.394305003752731","0.358533956885397","0.430076050620065","1"
"SPD","1996","35-65 y.","Couple + C. GT 16 ","246","0.378532952485607","0.340231201020296","0.416834703950918","1"
"SPD","1996","35-65 y.","Couple + C. LE and GT 16","129","0.41377833896119","0.359731841254244","0.467824836668137","1"
"SPD","1996","66 and older","1-pers.-HH","87","0.355537782817235","0.297465426545267","0.413610139089203","1"
"SPD","1996","16-34 y.","Single parent ","39","0.387088404363001","0.290156616387171","0.48402019233883","1"
"SPD","1996","16-34 y.","1-pers.-HH","58","0.310052099645632","0.241131265274403","0.378972934016861","1"
"SPD","1996","16-34 y.","(Married) couple without C. ","124","0.342062518793328","0.290722475829415","0.393402561757241","1"
"SPD","1996","16-34 y.","Couple + C. LE 16 ","174","0.341990614940126","0.298306642138935","0.385674587741317","1"
"AfD","1997","35-65 y.","Couple + C. LE 16 ","","","","","7"
"AfD","1997","16-34 y.","1-pers.-HH","","","","","7"
"AfD","1997","16-34 y.","(Married) couple without C. ","","","","","7"
"AfD","1997","16-34 y.","Couple + C. GT 16 ","","","","","7"
"AfD","1997","16-34 y.","Couple + C. LE and GT 16","","","","","7"
"AfD","1997","35-65 y.","1-pers.-HH","","","","","7"
"AfD","1997","35-65 y.","(Married) couple without C. ","","","","","7"
"AfD","1997","35-65 y.","Single parent ","","","","","7"
"AfD","1997","16-34 y.","Couple + C. LE 16 ","","","","","7"
"AfD","1997","16-34 y.","Single parent ","","","","","7"
"AfD","1997","35-65 y.","Couple + C. GT 16 ","","","","","7"
"AfD","1997","35-65 y.","Couple + C. LE and GT 16","","","","","7"
"AfD","1997","66 and older","1-pers.-HH","","","","","7"
"AfD","1997","66 and older","(Married) couple without C. ","","","","","7"
"AfD","1997","66 and older","Single parent ","","","","","7"
"AfD","1997","66 and older","Couple + C. LE 16 ","","","","","7"
"AfD","1997","66 and older","Couple + C. GT 16 ","","","","","7"
"AfD","1997","66 and older","Couple + C. LE and GT 16","","","","","7"
"CDU/CSU","1997","16-34 y.","1-pers.-HH","31","0.186252919262061","0.127383504800218","0.245122333723905","2"
"CDU/CSU","1997","16-34 y.","Couple + C. LE and GT 16","33","0.449463425491451","0.342447278233815","0.556479572749086","2"
"CDU/CSU","1997","16-34 y.","(Married) couple without C. ","92","0.338841795359713","0.283203107932189","0.394480482787238","2"
"CDU/CSU","1997","16-34 y.","Couple + C. GT 16 ","79","0.369264635281274","0.307951706478347","0.430577564084202","2"
"CDU/CSU","1997","35-65 y.","Single parent ","38","0.321765830228243","0.236011618414547","0.407520042041939","2"
"CDU/CSU","1997","16-34 y.","Single parent ","26","","","","2"
"CDU/CSU","1997","16-34 y.","Couple + C. LE 16 ","129","0.354585204661444","0.307467919210477","0.40170249011241","2"
"CDU/CSU","1997","35-65 y.","1-pers.-HH","75","0.350173022607764","0.286850230630276","0.413495814585251","2"
"CDU/CSU","1997","35-65 y.","(Married) couple without C. ","392","0.401845927003927","0.371119293440543","0.432572560567312","2"
"CDU/CSU","1997","35-65 y.","Couple + C. LE 16 ","206","0.354589336682679","0.31662602615438","0.392552647210978","2"
"CDU/CSU","1997","35-65 y.","Couple + C. GT 16 ","248","0.500893284442059","0.459370181058045","0.542416387826073","2"
"CDU/CSU","1997","35-65 y.","Couple + C. LE and GT 16","117","0.396417324036962","0.339527627538339","0.453307020535584","2"
"CDU/CSU","1997","66 and older","1-pers.-HH","131","0.507248433428362","0.446595445335943","0.56790142152078","2"
"CDU/CSU","1997","66 and older","Couple + C. LE 16 ","","","","","2"
"CDU/CSU","1997","66 and older","Couple + C. GT 16 ","29","","","","2"
"CDU/CSU","1997","66 and older","Couple + C. LE and GT 16","","","","","2"
"CDU/CSU","1997","66 and older","(Married) couple without C. ","213","0.460750848426768","0.415782711081541","0.505718985771995","2"
"CDU/CSU","1997","66 and older","Single parent ","8","","","","2"
"FDP","1997","16-34 y.","(Married) couple without C. ","3","","","","3"
"FDP","1997","16-34 y.","1-pers.-HH","6","","","","3"
"FDP","1997","66 and older","(Married) couple without C. ","8","","","","3"
"FDP","1997","66 and older","Couple + C. LE 16 ","","","","","3"
"FDP","1997","35-65 y.","Couple + C. GT 16 ","7","","","","3"
"FDP","1997","66 and older","1-pers.-HH","11","","","","3"
"FDP","1997","35-65 y.","Couple + C. LE and GT 16","4","","","","3"
"FDP","1997","16-34 y.","Single parent ","1","","","","3"
"FDP","1997","16-34 y.","Couple + C. LE 16 ","7","","","","3"
"FDP","1997","35-65 y.","Couple + C. LE 16 ","25","","","","3"
"FDP","1997","66 and older","Single parent ","","","","","3"
"FDP","1997","66 and older","Couple + C. GT 16 ","","","","","3"
"FDP","1997","66 and older","Couple + C. LE and GT 16","","","","","3"
"FDP","1997","16-34 y.","Couple + C. GT 16 ","4","","","","3"
"FDP","1997","16-34 y.","Couple + C. LE and GT 16","1","","","","3"
"FDP","1997","35-65 y.","1-pers.-HH","7","","","","3"
"FDP","1997","35-65 y.","(Married) couple without C. ","17","","","","3"
"FDP","1997","35-65 y.","Single parent ","2","","","","3"
"NPD","1997","16-34 y.","1-pers.-HH","7","","","","6"
"NPD","1997","35-65 y.","Couple + C. LE 16 ","7","","","","6"
"NPD","1997","66 and older","Couple + C. GT 16 ","","","","","6"
"NPD","1997","16-34 y.","(Married) couple without C. ","6","","","","6"
